Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Azumarill,Magcargo,39.04,43.77,-4.73,236
Flareon,Pupitar,39.46,44.21,-4.75,233
Flareon,Crobat,40.86,45.61,-4.75,243
Bellossom,Gloom,40.24,45.0,-4.75,218
Cradily,Electrike,38.57,43.33,-4.76,209
Persian,Azumarill,40.32,45.09,-4.78,224
Exploud,Slowbro,41.22,46.0,-4.78,237
Cradily,Steelix,39.71,44.48,-4.78,233
Feraligatr,Slaking,40.72,45.52,-4.8,201
Noctowl,Vibrava,41.1,45.9,-4.8,209
Steelix,Pidgeotto,38.06,42.86,-4.8,206
Electrode,Persian,42.31,47.12,-4.81,224
Blissey,Staryu,40.59,45.41,-4.82,198
Electrode,Pidgeotto,40.39,45.21,-4.82,239
Flareon,Magmar,40.47,45.3,-4.83,211
Bellossom,Pupitar,41.39,46.22,-4.83,216
Starmie,Pidgeotto,41.01,45.85,-4.84,225
Vaporeon,Cacturne,38.81,43.65,-4.84,217
Pelipper,Pupitar,37.65,42.51,-4.86,212
Snorlax,Slaking,39.65,44.53,-4.88,217
Girafarig,Cacturne,37.89,42.77,-4.88,224
Blastoise,Pupitar,43.25,48.14,-4.89,217
Persian,Cacturne,39.47,44.36,-4.89,197
Persian,Vaporeon,40.36,45.26,-4.9,235
Starmie,Cacturne,41.26,46.16,-4.9,213
Jolteon,Steelix,41.93,46.83,-4.9,227
Cradily,Azumarill,39.9,44.81,-4.91,226
Dugtrio,Cacturne,39.35,44.27,-4.92,227
Sandslash,Slowbro,40.07,45.0,-4.93,211
Exploud,Steelix,40.95,45.89,-4.94,203
Flareon,Ninetales,39.52,44.48,-4.95,256
Persian,Graveler,39.68,44.63,-4.95,236
Bellossom,Tentacruel,41.49,46.44,-4.95,209
Vibrava,Pelipper,38.33,43.28,-4.96,236
Dugtrio,Girafarig,39.34,44.3,-4.96,219
Sandslash,Steelix,39.91,44.89,-4.97,203
Flaaffy,Slaking,41.95,46.93,-4.98,224
Miltank,Golduck,36.98,41.96,-4.98,213
Flareon,Pidgeotto,39.16,44.14,-4.98,229
Feraligatr,Lileep,39.98,44.97,-4.99,216
Xatu,Lileep,42.2,47.2,-5.0,223
Exploud,Vibrava,41.02,46.02,-5.0,228
Azumarill,Lileep,37.53,42.54,-5.01,233
Vaporeon,Tentacruel,38.63,43.64,-5.02,237
Tropius,Growlithe,39.89,44.91,-5.02,216
Starmie,Lileep,40.18,45.21,-5.03,216
Skarmory,Cacturne,40.74,45.77,-5.04,247
Cradily,Growlithe,40.07,45.11,-5.04,195
Snorlax,Miltank,39.58,44.62,-5.04,219
Persian,Golduck,38.82,43.87,-5.05,209
Skarmory,Ninetales,40.76,45.81,-5.05,204
Skarmory,Flareon,42.39,47.47,-5.07,223
Growlithe,Magcargo,38.99,44.06,-5.07,227
Starmie,Electrike,40.33,45.41,-5.08,207
Steelix,Exeggutor,38.19,43.27,-5.08,236
Persian,Magcargo,39.56,44.64,-5.08,217
Noctowl,Staryu,39.33,44.43,-5.1,216
Xatu,Pidgeotto,42.73,47.84,-5.11,202
Skarmory,Growlithe,41.7,46.81,-5.11,185
Flareon,Miltank,39.03,44.14,-5.11,229
Steelix,Lileep,37.11,42.22,-5.11,216
Vaporeon,Slowbro,39.05,44.17,-5.12,243
Magmar,Camerupt,38.51,43.63,-5.12,223
Exploud,Tentacruel,40.35,45.47,-5.12,221
Noctowl,Gloom,38.78,43.91,-5.12,223
Dugtrio,Exeggutor,39.26,44.38,-5.12,221
Skarmory,Electrike,39.88,45.03,-5.15,233
Tropius,Camerupt,38.75,43.89,-5.15,205
Noctowl,Ninetales,40.24,45.39,-5.15,238
Marowak,Slowbro,39.1,44.25,-5.16,208
Blissey,Golduck,40.67,45.84,-5.17,230
Exeggutor,Camerupt,37.71,42.88,-5.17,202
Sandslash,Lileep,38.35,43.53,-5.18,224
Exploud,Tropius,41.42,46.6,-5.18,192
Typhlosion,Girafarig,40.9,46.09,-5.2,247
Flareon,Golduck,38.75,43.95,-5.2,221
Marowak,Staryu,37.6,42.8,-5.21,227
Vaporeon,Magcargo,38.72,43.93,-5.21,218
Exploud,Girafarig,40.29,45.5,-5.21,224
Exploud,Lileep,39.32,44.53,-5.21,204
Magcargo,Exeggutor,37.92,43.14,-5.22,216
Golem,Lileep,37.91,43.13,-5.22,216
Persian,Slaking,38.75,43.97,-5.22,223
Crobat,Magmar,39.56,44.78,-5.22,217
Exploud,Graveler,40.53,45.75,-5.22,224
Golem,Miltank,38.55,43.78,-5.23,215
Dugtrio,Vibrava,39.58,44.81,-5.23,200
Exploud,Staryu,39.32,44.55,-5.23,208
Cradily,Graveler,39.12,44.34,-5.23,229
Tropius,Slaking,38.26,43.48,-5.23,202
Persian,Tentacruel,39.13,44.36,-5.23,214
Electrode,Magcargo,40.56,45.8,-5.23,204
Growlithe,Azumarill,39.27,44.52,-5.25,214
Golem,Magmar,39.69,44.94,-5.25,204
Marowak,Ninetales,38.51,43.77,-5.26,229
Tropius,Pidgeotto,38.28,43.57,-5.29,202
Azumarill,Vibrava,38.74,44.03,-5.29,209
Feraligatr,Tentacruel,40.61,45.91,-5.3,232
Exploud,Pelipper,40.17,45.47,-5.3,243
Sandslash,Tentacruel,39.16,44.47,-5.31,190
Flareon,Staryu,38.21,43.52,-5.31,215
Marowak,Exeggutor,38.53,43.84,-5.31,234
Scyther,Pupitar,41.1,46.42,-5.32,250
Tropius,Azumarill,39.28,44.61,-5.33,228
Sandslash,Graveler,39.41,44.75,-5.33,195
Sandslash,Golduck,38.65,43.98,-5.33,199
Electrode,Tentacruel,40.17,45.51,-5.34,216
Feraligatr,Ninetales,40.6,45.95,-5.34,254
Marowak,Steelix,38.8,44.14,-5.34,230
Persian,Miltank,38.7,44.06,-5.36,258
Crobat,Magneton,39.11,44.48,-5.36,218
Vibrava,Ninetales,37.95,43.33,-5.38,240
Skarmory,Exeggutor,40.5,45.88,-5.38,245
Vibrava,Slowbro,38.43,43.82,-5.39,219
Sandslash,Electrike,38.34,43.73,-5.39,209
Noctowl,Pidgeotto,39.66,45.05,-5.39,245
Azumarill,Steelix,38.48,43.89,-5.41,262
Persian,Vibrava,39.5,44.91,-5.41,231
Marowak,Golduck,37.83,43.24,-5.41,218
Dugtrio,Tentacruel,38.85,44.27,-5.42,196
Tropius,Slowbro,38.98,44.4,-5.42,213
Camerupt,Slaking,36.96,42.38,-5.42,200
Electrode,Magneton,40.64,46.07,-5.43,239
Golem,Marowak,39.61,45.06,-5.45,212
Dugtrio,Ninetales,38.84,44.3,-5.46,247
Crobat,Vaporeon,39.36,44.82,-5.46,210
Magneton,Steelix,38.24,43.72,-5.47,225
Persian,Marowak,39.86,45.34,-5.48,213
Persian,Girafarig,38.9,44.38,-5.48,213
Cacturne,Electrike,36.51,42.0,-5.49,235
Persian,Steelix,39.28,44.77,-5.49,232
Persian,Pidgeotto,38.56,44.05,-5.5,218
Vaporeon,Azumarill,38.88,44.38,-5.5,217
Golem,Vaporeon,39.47,44.98,-5.51,222
Girafarig,Pupitar,37.03,42.55,-5.51,238
Golem,Tropius,39.7,45.2,-5.51,217
Vaporeon,Pelipper,38.12,43.64,-5.52,220
Flareon,Cacturne,38.92,44.44,-5.52,228
Blissey,Lileep,39.86,45.39,-5.53,227
Sandslash,Flareon,40.63,46.17,-5.53,202
Exploud,Vaporeon,40.85,46.38,-5.53,213
Golem,Camerupt,38.56,44.1,-5.54,215
Magmar,Miltank,37.77,43.31,-5.54,212
Crobat,Magcargo,38.66,44.2,-5.54,230
Vaporeon,Exeggutor,38.21,43.76,-5.55,222
Typhlosion,Golduck,40.03,45.58,-5.55,217
Golem,Staryu,37.61,43.16,-5.55,204
Golem,Exeggutor,38.64,44.19,-5.55,210
Tropius,Girafarig,38.32,43.9,-5.58,224
Marowak,Azumarill,38.87,44.47,-5.59,218
Slowbro,Electrike,36.94,42.53,-5.59,236
Tentacruel,Slaking,36.76,42.36,-5.59,209
Manectric,Ninetales,41.36,46.98,-5.61,231
Sandslash,Ninetales,38.89,44.51,-5.62,233
Azumarill,Graveler,38.13,43.75,-5.63,210
Steelix,Tentacruel,37.51,43.16,-5.64,237
Sandslash,Camerupt,38.84,44.5,-5.65,232
Magneton,Girafarig,37.67,43.33,-5.66,224
Exeggutor,Pidgeotto,36.89,42.55,-5.67,221
Girafarig,Slaking,36.71,42.38,-5.68,257
Slowbro,Camerupt,37.61,43.3,-5.68,224
Magmar,Slowbro,38.45,44.13,-5.69,223
Azumarill,Slowbro,38.31,44.01,-5.7,244
Electrode,Golduck,39.33,45.03,-5.7,222
Dugtrio,Golduck,38.07,43.78,-5.71,191
Electrode,Gloom,38.35,44.06,-5.71,229
Snorlax,Magcargo,39.49,45.2,-5.71,227
Marowak,Cacturne,38.0,43.73,-5.73,202
Cradily,Pidgeotto,38.03,43.77,-5.74,238
Graveler,Pupitar,37.04,42.79,-5.75,225
Magmar,Steelix,38.27,44.02,-5.75,217
Magcargo,Ninetales,37.29,43.06,-5.77,216
Crobat,Golduck,37.66,43.43,-5.77,234
Growlithe,Exeggutor,38.12,43.89,-5.78,228
Marowak,Lileep,36.99,42.78,-5.79,243
Crobat,Graveler,38.4,44.19,-5.79,237
Golem,Ninetales,38.31,44.11,-5.8,209
Vaporeon,Ninetales,37.89,43.69,-5.8,230
Skarmory,Golduck,39.48,45.28,-5.81,241
Slowbro,Golduck,36.98,42.78,-5.81,216
Vibrava,Golduck,37.0,42.81,-5.81,195
Miltank,Lileep,35.7,41.5,-5.81,227
Tropius,Graveler,38.32,44.14,-5.82,232
Golem,Cacturne,38.26,44.08,-5.82,199
Electabuzz,Electrike,39.99,45.82,-5.83,233
Slowbro,Magcargo,37.73,43.55,-5.83,244
Crobat,Girafarig,38.1,43.95,-5.84,244
Persian,Camerupt,38.53,44.38,-5.85,217
Graveler,Girafarig,37.18,43.05,-5.86,209
Cradily,Slaking,37.82,43.69,-5.87,204
Vaporeon,Vibrava,38.33,44.2,-5.87,240
Sandslash,Golem,39.94,45.8,-5.87,206
Skarmory,Lileep,38.95,44.83,-5.88,235
Tropius,Magmar,38.86,44.73,-5.88,250
Magneton,Lileep,36.48,42.36,-5.88,224
Golem,Steelix,38.6,44.49,-5.89,207
Flareon,Exeggutor,38.65,44.55,-5.9,244
Magcargo,Staryu,36.2,42.11,-5.91,228
Vibrava,Magcargo,37.65,43.58,-5.92,224
Vibrava,Exeggutor,37.48,43.41,-5.92,238
Golem,Growlithe,39.18,45.11,-5.93,216
Camerupt,Lileep,35.89,41.83,-5.94,233
Cradily,Lileep,37.19,43.13,-5.94,218
Magmar,Pelipper,37.64,43.6,-5.96,204
Vaporeon,Slaking,37.29,43.26,-5.97,195
Pelipper,Miltank,36.47,42.44,-5.97,230
Skarmory,Staryu,38.87,44.85,-5.98,209
Exploud,Magcargo,39.76,45.76,-5.99,236
Tentacruel,Miltank,36.46,42.45,-5.99,220
Exploud,Miltank,39.17,45.17,-6.0,227
Growlithe,Marowak,38.76,44.77,-6.01,220
Noctowl,Slowbro,39.86,45.88,-6.02,235
Crobat,Cacturne,37.9,43.92,-6.02,235
Growlithe,Girafarig,37.78,43.81,-6.03,225
Persian,Lileep,37.36,43.41,-6.05,226
Golem,Girafarig,38.04,44.1,-6.06,226
Tropius,Miltank,37.52,43.58,-6.06,236
Cradily,Golduck,37.51,43.59,-6.07,211
Vaporeon,Pidgeotto,37.27,43.34,-6.07,208
Magmar,Exeggutor,37.64,43.72,-6.08,216
Graveler,Electrike,36.18,42.27,-6.09,224
Pelipper,Slaking,36.26,42.35,-6.09,203
Slowbro,Girafarig,37.21,43.3,-6.09,221
Skarmory,Pelipper,39.68,45.77,-6.09,200
Tropius,Pelipper,37.78,43.86,-6.09,224
Sandslash,Marowak,39.35,45.45,-6.11,211
Magneton,Pelipper,37.19,43.3,-6.11,243
Magmar,Tentacruel,37.48,43.61,-6.13,196
Marowak,Miltank,37.3,43.43,-6.13,251
Slowbro,Lileep,36.2,42.33,-6.13,234
Exeggutor,Pelipper,36.7,42.85,-6.15,221
Ninetales,Pidgeotto,36.33,42.48,-6.15,212
Steelix,Pelipper,37.0,43.15,-6.15,242
Skarmory,Slaking,39.23,45.38,-6.15,223
Magmar,Graveler,37.72,43.88,-6.16,227
Exeggutor,Cacturne,36.7,42.86,-6.16,238
Graveler,Cacturne,36.84,43.02,-6.18,227
Dugtrio,Electrike,37.34,43.52,-6.19,224
Vaporeon,Pupitar,37.23,43.42,-6.19,202
Growlithe,Ninetales,37.63,43.82,-6.19,234
Dugtrio,Gloom,36.62,42.82,-6.2,205
Graveler,Golduck,36.33,42.53,-6.2,235
Growlithe,Pupitar,37.35,43.55,-6.21,220
Azumarill,Gloom,35.83,42.03,-6.21,239
Azumarill,Pidgeotto,36.97,43.18,-6.21,218
Magneton,Slaking,36.71,42.91,-6.21,215
Sandslash,Dugtrio,39.79,46.0,-6.21,203
Golem,Electrike,37.12,43.33,-6.21,217
Cradily,Gloom,36.4,42.62,-6.22,240
Azumarill,Staryu,36.33,42.56,-6.23,238
Tropius,Cacturne,37.64,43.88,-6.24,212
Magcargo,Pidgeotto,36.47,42.73,-6.25,215
Cradily,Exeggutor,37.93,44.19,-6.26,229
Steelix,Magcargo,37.18,43.44,-6.26,211
Magneton,Magcargo,37.33,43.59,-6.26,256
Golem,Slowbro,38.34,44.6,-6.27,206
Cradily,Pelipper,37.79,44.06,-6.28,215
Growlithe,Steelix,37.91,44.2,-6.29,229
Sandslash,Pidgeotto,37.88,44.17,-6.29,239
Flaaffy,Gloom,39.58,45.87,-6.29,198
Blissey,Tentacruel,40.03,46.33,-6.3,225
Magcargo,Pelipper,36.71,43.02,-6.31,238
Cradily,Staryu,36.84,43.15,-6.31,231
Sandslash,Staryu,37.24,43.55,-6.31,198
Exploud,Gloom,37.69,44.03,-6.33,191
Vaporeon,Staryu,36.39,42.72,-6.33,210
Golem,Magcargo,38.02,44.36,-6.34,219
Steelix,Electrike,36.07,42.41,-6.34,243
Slowbro,Exeggutor,37.03,43.38,-6.35,249
Azumarill,Exeggutor,37.24,43.59,-6.35,215
Dugtrio,Graveler,38.19,44.54,-6.35,223
Crobat,Camerupt,37.57,43.94,-6.37,237
Camerupt,Miltank,36.1,42.47,-6.37,228
Dugtrio,Golem,39.22,45.6,-6.38,213
Azumarill,Camerupt,37.12,43.5,-6.38,239
Marowak,Tentacruel,37.35,43.73,-6.38,199
Slowbro,Cacturne,36.89,43.27,-6.39,229
Flareon,Magneton,38.6,45.0,-6.4,244
Snorlax,Pupitar,38.29,44.69,-6.4,235
Magneton,Electrike,36.15,42.56,-6.41,210
Blissey,Pupitar,39.69,46.11,-6.42,241
Growlithe,Miltank,37.06,43.48,-6.42,214
Magneton,Pidgeotto,36.58,43.0,-6.42,211
Magneton,Tentacruel,36.86,43.3,-6.44,209
Persian,Ninetales,37.95,44.39,-6.44,226
Magneton,Pupitar,36.6,43.08,-6.47,223
Exploud,Slaking,38.61,45.09,-6.47,214
Exeggutor,Tentacruel,36.37,42.86,-6.48,222
Vaporeon,Lileep,36.21,42.7,-6.49,180
Golem,Cradily,38.9,45.41,-6.5,205
Magneton,Staryu,35.86,42.38,-6.52,222
Magmar,Slaking,36.68,43.22,-6.54,222
Persian,Pelipper,37.8,44.35,-6.55,211
Growlithe,Graveler,37.5,44.05,-6.56,228
Magneton,Camerupt,36.77,43.33,-6.56,246
Pupitar,Staryu,35.04,41.59,-6.56,221
Dugtrio,Vaporeon,38.6,45.17,-6.57,213
Magcargo,Graveler,36.73,43.3,-6.57,238
Magcargo,Tentacruel,36.45,43.03,-6.58,222
Magmar,Pidgeotto,36.71,43.3,-6.59,208
Skarmory,Crobat,40.36,46.95,-6.59,220
Flareon,Magcargo,38.13,44.72,-6.59,247
Vaporeon,Gloom,35.61,42.2,-6.59,238
Steelix,Cacturne,36.57,43.16,-6.59,213
Ampharos,Pupitar,40.35,46.98,-6.64,189
Snorlax,Golduck,37.79,44.43,-6.64,213
Growlithe,Pelipper,37.14,43.77,-6.64,223
Exeggutor,Slaking,35.83,42.47,-6.64,219
Cacturne,Slaking,35.72,42.36,-6.64,207
Marowak,Slaking,36.69,43.34,-6.65,232
Graveler,Camerupt,36.39,43.04,-6.65,222
Persian,Gloom,36.26,42.91,-6.65,226
Vibrava,Pidgeotto,36.34,42.99,-6.65,215
Vibrava,Girafarig,36.66,43.32,-6.66,218
Flareon,Lileep,36.84,43.5,-6.66,230
Golem,Slaking,37.02,43.69,-6.67,208
Cacturne,Pelipper,36.06,42.74,-6.68,221
Growlithe,Golduck,36.6,43.3,-6.69,230
Skarmory,Pidgeotto,38.76,45.47,-6.71,233
Dugtrio,Lileep,36.62,43.33,-6.71,230
Vaporeon,Girafarig,36.97,43.67,-6.71,218
Magcargo,Cacturne,36.31,43.03,-6.72,214
Cacturne,Lileep,35.08,41.8,-6.72,253
Marowak,Gloom,35.55,42.28,-6.73,229
Marowak,Pupitar,36.77,43.5,-6.73,233
Steelix,Golduck,35.94,42.67,-6.73,228
Magcargo,Slaking,35.91,42.64,-6.73,224
Tropius,Gloom,35.68,42.42,-6.74,255
Vibrava,Slaking,36.16,42.91,-6.74,211
Cacturne,Pidgeotto,35.7,42.45,-6.75,221
Crobat,Vibrava,37.72,44.47,-6.75,219
Crobat,Gloom,35.7,42.47,-6.77,203
Azumarill,Miltank,36.4,43.19,-6.78,216
Pupitar,Pidgeotto,35.43,42.22,-6.78,215
Azumarill,Golduck,36.21,43.0,-6.78,245
Graveler,Lileep,35.3,42.08,-6.78,226
Vaporeon,Golduck,36.37,43.16,-6.79,217
Golem,Pidgeotto,36.95,43.77,-6.83,217
Slowbro,Pelipper,36.43,43.27,-6.84,215
Vibrava,Graveler,36.7,43.56,-6.86,206
Graveler,Exeggutor,36.27,43.13,-6.86,222
Golem,Pelipper,37.2,44.07,-6.87,220
Cacturne,Staryu,34.93,41.83,-6.89,215
Vaporeon,Camerupt,36.78,43.67,-6.89,229
Camerupt,Golduck,35.38,42.28,-6.9,235
Vibrava,Staryu,35.47,42.37,-6.9,218
Pidgeotto,Slaking,35.16,42.05,-6.9,215
Magmar,Cacturne,36.7,43.61,-6.91,200
Tropius,Golduck,36.47,43.39,-6.91,226
Ninetales,Tentacruel,35.87,42.78,-6.91,210
Vaporeon,Miltank,36.43,43.35,-6.92,220
Magcargo,Miltank,35.81,42.73,-6.92,211
Graveler,Tentacruel,36.08,43.02,-6.93,209
Magcargo,Girafarig,36.12,43.05,-6.93,241
Marowak,Graveler,37.07,44.0,-6.93,218
Growlithe,Slaking,36.46,43.39,-6.93,185
Marowak,Electrike,36.05,42.98,-6.94,239
Crobat,Staryu,36.05,43.0,-6.94,213
Magcargo,Camerupt,36.1,43.05,-6.95,191
Persian,Staryu,36.48,43.44,-6.95,196
Camerupt,Electrike,35.06,42.02,-6.96,245
Magcargo,Golduck,35.57,42.54,-6.97,223
Azumarill,Magneton,37.05,44.04,-6.99,217
Tropius,Lileep,35.9,42.93,-7.03,202
Vibrava,Miltank,35.96,43.0,-7.04,212
Dugtrio,Staryu,36.31,43.34,-7.04,204
Crobat,Electrike,36.13,43.17,-7.04,214
Vileplume,Pupitar,39.48,46.53,-7.05,222
Ninetales,Girafarig,35.73,42.81,-7.08,210
Sandslash,Gloom,35.94,43.03,-7.09,227
Graveler,Ninetales,35.95,43.05,-7.11,221
Tentacruel,Lileep,34.68,41.8,-7.12,226
Cacturne,Golduck,35.13,42.26,-7.13,222
Magmar,Girafarig,36.51,43.63,-7.13,229
Pidgeotto,Golduck,34.83,41.95,-7.13,210
Miltank,Staryu,34.4,41.52,-7.13,221
Magneton,Cacturne,36.17,43.3,-7.13,205
Growlithe,Tentacruel,36.64,43.78,-7.14,198
Tropius,Exeggutor,36.83,43.98,-7.15,256
Magneton,Ninetales,36.18,43.34,-7.16,204
Crobat,Lileep,35.82,42.98,-7.16,239
Snorlax,Lileep,36.82,43.98,-7.16,207
Girafarig,Lileep,34.67,41.83,-7.16,233
Crobat,Slaking,36.35,43.53,-7.18,235
Magneton,Exeggutor,36.22,43.41,-7.19,222
Ninetales,Pelipper,35.57,42.77,-7.21,222
Sandslash,Girafarig,37.29,44.5,-7.21,202
Graveler,Pidgeotto,35.49,42.72,-7.23,193
Azumarill,Slaking,35.85,43.09,-7.24,202
Growlithe,Lileep,35.58,42.84,-7.26,236
Dugtrio,Pelipper,37.0,44.26,-7.26,223
Girafarig,Staryu,34.58,41.85,-7.27,234
Ninetales,Pupitar,35.27,42.55,-7.28,204
Camerupt,Staryu,34.56,41.84,-7.29,217
Magneton,Slowbro,36.52,43.83,-7.31,232
Pupitar,Miltank,34.9,42.22,-7.32,220
Vibrava,Electrike,35.23,42.55,-7.32,202
Electrode,Electrike,37.45,44.77,-7.32,238
Vibrava,Cacturne,35.96,43.3,-7.33,196
Steelix,Girafarig,35.86,43.19,-7.33,197
Magcargo,Electrike,34.95,42.28,-7.33,211
Slowbro,Steelix,36.33,43.69,-7.35,225
Crobat,Pelipper,36.56,43.91,-7.35,238
Cacturne,Tentacruel,35.38,42.75,-7.36,215
Azumarill,Pupitar,35.88,43.25,-7.37,224
Ninetales,Cacturne,35.39,42.78,-7.4,209
Marowak,Girafarig,36.34,43.75,-7.41,207
Vaporeon,Electrike,35.49,42.91,-7.41,235
Steelix,Graveler,36.02,43.43,-7.41,205
Exeggutor,Gloom,33.98,41.41,-7.43,233
Vibrava,Steelix,36.26,43.7,-7.44,215
Magneton,Miltank,35.55,43.0,-7.46,231
Miltank,Electrike,34.25,41.7,-7.46,245
Azumarill,Ninetales,36.05,43.52,-7.47,226
Tentacruel,Electrike,34.53,42.0,-7.47,222
Flareon,Electrike,36.22,43.7,-7.47,206
Steelix,Miltank,35.38,42.86,-7.48,234
Pelipper,Staryu,34.32,41.81,-7.49,243
Ninetales,Miltank,35.0,42.48,-7.49,231
Magcargo,Lileep,34.57,42.09,-7.51,232
Exeggutor,Golduck,34.86,42.37,-7.51,211
Electrike,Staryu,33.55,41.08,-7.53,217
Growlithe,Camerupt,36.27,43.8,-7.53,223
Noctowl,Pelipper,37.81,45.34,-7.53,226
Slowbro,Pidgeotto,35.42,42.97,-7.55,230
Pidgeotto,Gloom,33.44,41.0,-7.55,230
Slaking,Lileep,33.86,41.41,-7.56,215
Girafarig,Tentacruel,35.19,42.77,-7.58,203
Ninetales,Lileep,34.23,41.84,-7.61,233
Flareon,Gloom,35.37,42.99,-7.62,210
Ninetales,Camerupt,35.18,42.8,-7.63,224
Growlithe,Electrike,35.4,43.04,-7.64,224
Camerupt,Cacturne,35.12,42.77,-7.65,209
Azumarill,Girafarig,35.86,43.51,-7.65,217
Slowbro,Tentacruel,35.6,43.27,-7.67,225
Tentacruel,Pidgeotto,34.77,42.44,-7.67,206
Golduck,Lileep,33.63,41.31,-7.69,222
Exeggutor,Lileep,34.17,41.91,-7.74,251
Snorlax,Gloom,35.72,43.47,-7.75,233
Magmar,Gloom,34.4,42.16,-7.76,214
Slowbro,Ninetales,35.52,43.31,-7.79,219
Azumarill,Electrike,34.93,42.74,-7.81,214
Pelipper,Gloom,33.48,41.29,-7.81,238
Girafarig,Camerupt,34.98,42.8,-7.81,216
Magmar,Golduck,35.29,43.12,-7.83,223
Golduck,Staryu,33.5,41.34,-7.83,226
Vibrava,Camerupt,35.48,43.31,-7.83,215
Snorlax,Electrike,36.34,44.17,-7.84,241
Pelipper,Lileep,33.94,41.8,-7.85,238
Growlithe,Staryu,35.0,42.86,-7.86,218
Magcargo,Gloom,33.7,41.58,-7.88,210
Miltank,Pidgeotto,34.25,42.14,-7.89,223
Tropius,Staryu,35.06,42.95,-7.89,221
Magneton,Golduck,34.92,42.81,-7.9,230
Pupitar,Golduck,34.12,42.03,-7.91,244
Slaking,Electrike,33.71,41.61,-7.91,224
Slowbro,Graveler,35.61,43.55,-7.94,221
Crobat,Pidgeotto,35.66,43.62,-7.96,211
Slaking,Golduck,33.9,41.87,-7.97,219
Exeggutor,Electrike,34.1,42.11,-8.01,208
Exeggutor,Miltank,34.54,42.56,-8.02,236
Ninetales,Golduck,34.26,42.3,-8.04,204
Tropius,Pupitar,35.6,43.64,-8.04,254
Pupitar,Gloom,33.01,41.07,-8.06,199
Magmar,Electrike,34.79,42.86,-8.07,224
Cacturne,Gloom,33.23,41.3,-8.07,245
Golem,Gloom,34.51,42.63,-8.12,201
Magmar,Staryu,34.55,42.69,-8.13,197
Tentacruel,Pupitar,34.38,42.52,-8.13,207
Camerupt,Pidgeotto,34.34,42.47,-8.13,221
Azumarill,Pelipper,35.33,43.47,-8.14,211
Steelix,Staryu,34.1,42.23,-8.14,224
Graveler,Slaking,34.47,42.63,-8.16,220
Pidgeotto,Staryu,33.35,41.52,-8.17,226
Slowbro,Staryu,34.17,42.35,-8.18,208
Magmar,Ninetales,35.42,43.64,-8.22,221
Electrode,Camerupt,37.31,45.53,-8.23,204
Magmar,Pupitar,35.09,43.38,-8.29,234
Electrike,Lileep,32.73,41.06,-8.33,216
Tentacruel,Golduck,33.93,42.26,-8.33,218
Camerupt,Pupitar,34.2,42.54,-8.34,210
Pupitar,Electrike,33.43,41.77,-8.35,220
Tropius,Electrike,34.77,43.13,-8.36,212
Pelipper,Pidgeotto,34.08,42.44,-8.36,232
Azumarill,Cacturne,35.09,43.48,-8.39,216
Exeggutor,Staryu,33.54,41.94,-8.39,205
Golduck,Electrike,33.11,41.52,-8.41,208
Steelix,Slaking,34.29,42.77,-8.48,228
Pidgeotto,Electrike,33.22,41.7,-8.48,241
Miltank,Slaking,33.57,42.06,-8.49,206
Girafarig,Golduck,33.74,42.28,-8.54,221
Cradily,Pupitar,35.31,43.84,-8.54,231
Graveler,Staryu,33.52,42.09,-8.58,212
Graveler,Gloom,32.97,41.57,-8.6,212
Azumarill,Tentacruel,34.86,43.48,-8.62,212
Magneton,Gloom,33.23,41.86,-8.62,224
Magcargo,Pupitar,34.16,42.8,-8.64,209
Slowbro,Slaking,34.17,42.88,-8.71,217
Camerupt,Tentacruel,34.05,42.77,-8.71,218
Girafarig,Pidgeotto,33.75,42.47,-8.72,254
Girafarig,Electrike,33.27,42.03,-8.76,191
Girafarig,Gloom,32.56,41.33,-8.76,208
Pidgeotto,Lileep,32.72,41.5,-8.78,217
Exeggutor,Girafarig,34.08,42.88,-8.8,243
Slowbro,Gloom,33.02,41.83,-8.81,250
Tentacruel,Staryu,32.99,41.82,-8.83,229
Steelix,Gloom,32.85,41.71,-8.86,223
Graveler,Miltank,33.73,42.72,-8.99,235
Slaking,Gloom,31.92,40.91,-8.99,233
Tentacruel,Gloom,32.28,41.3,-9.02,231
Girafarig,Miltank,33.46,42.47,-9.02,235
Pupitar,Slaking,33.07,42.13,-9.06,246
Golduck,Gloom,31.74,40.81,-9.07,214
Electrike,Gloom,31.48,40.55,-9.08,243
Growlithe,Gloom,33.22,42.34,-9.12,208
Crobat,Exeggutor,34.89,44.03,-9.14,243
Ninetales,Electrike,32.87,42.04,-9.17,225
Golem,Graveler,35.12,44.35,-9.23,214
Pupitar,Lileep,32.23,41.58,-9.34,222
Staryu,Lileep,31.52,40.88,-9.36,211
Ninetales,Staryu,32.47,41.86,-9.39,212
Camerupt,Gloom,31.76,41.32,-9.56,197
Cacturne,Miltank,32.85,42.45,-9.6,215
Slaking,Staryu,31.75,41.44,-9.68,202
Ninetales,Slaking,32.71,42.39,-9.69,202
Staryu,Gloom,30.53,40.38,-9.85,213
Exeggutor,Pupitar,32.65,42.63,-9.98,240
Miltank,Gloom,30.97,41.0,-10.03,226
Lileep,Gloom,30.23,40.36,-10.12,228
Vibrava,Gloom,31.7,41.84,-10.15,243
Girafarig,Pelipper,32.54,42.77,-10.22,220
