Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Pikachu,Meowth,36.31,44.27,-7.96,37
Vulpix,Magikarp,30.17,38.14,-7.97,30
Smeargle,Meowth,37.76,45.74,-7.98,41
Marill,Charmander,36.6,44.58,-7.98,39
Whismur,Mareep,37.08,45.09,-8.01,51
Marill,Totodile,36.1,44.13,-8.03,49
Raticate,Chikorita,36.94,45.0,-8.06,45
Numel,Mareep,35.24,43.31,-8.07,45
Treecko,Totodile,31.43,39.5,-8.07,40
Mareep,Wingull,35.0,43.09,-8.08,32
Vulpix,Tentacool,34.05,42.13,-8.08,27
Chansey,Cyndaquil,34.69,42.77,-8.08,46
Magby,Torchic,35.48,43.55,-8.08,45
Vulpix,Porygon,34.42,42.53,-8.1,35
Raticate,Slowpoke,38.69,46.78,-8.1,43
Phanpy,Chikorita,35.44,43.55,-8.11,47
Slowpoke,Treecko,34.12,42.23,-8.12,27
Zubat,Treecko,33.02,41.17,-8.16,43
Onix,Bulbasaur,34.85,43.01,-8.16,42
Psyduck,Cyndaquil,34.01,42.17,-8.16,35
Vulpix,Charmander,33.13,41.3,-8.17,36
Mareep,Bulbasaur,33.4,41.56,-8.17,40
Vulpix,Slakoth,34.12,42.28,-8.17,40
Whismur,Cyndaquil,34.75,42.92,-8.18,38
Marshtomp,Totodile,33.7,41.89,-8.2,35
Slakoth,Charmander,32.23,40.45,-8.23,35
Porygon,Totodile,32.02,40.25,-8.23,55
Zubat,Cyndaquil,32.18,40.45,-8.27,37
Trapinch,Torchic,36.87,45.16,-8.29,34
Oddish,Charmander,32.71,41.02,-8.3,36
Vigoroth,Larvitar,39.24,47.54,-8.3,45
Vulpix,Rattata,33.06,41.38,-8.32,35
Marshtomp,Charmander,34.02,42.34,-8.33,37
Numel,Oddish,34.6,42.94,-8.34,47
Geodude,Charmander,33.78,42.12,-8.35,43
Chikorita,Cyndaquil,31.37,39.72,-8.35,32
Slowpoke,Cyndaquil,33.15,41.51,-8.36,42
Smeargle,Vulpix,36.94,45.34,-8.4,30
Exeggcute,Larvitar,36.24,44.65,-8.41,36
Elekid,Slowpoke,37.06,45.48,-8.43,36
Zubat,Tentacool,33.08,41.53,-8.44,40
Meowth,Eevee,35.36,43.8,-8.44,43
Tentacool,Squirtle,32.12,40.56,-8.45,43
Smeargle,Slakoth,36.03,44.49,-8.46,38
Phanpy,Geodude,37.25,45.71,-8.46,32
Meowth,Magikarp,30.04,38.54,-8.5,48
Chansey,Zubat,35.74,44.24,-8.5,32
Squirtle,Bulbasaur,31.36,39.91,-8.55,29
Pikachu,Cyndaquil,33.23,41.8,-8.57,39
Pikachu,Totodile,33.03,41.59,-8.57,32
Oddish,Torchic,33.42,42.01,-8.59,50
Magby,Wingull,35.65,44.26,-8.61,38
Wingull,Oddish,34.09,42.71,-8.62,35
Larvitar,Mudkip,32.14,40.77,-8.63,42
Diglett,Larvitar,34.53,43.17,-8.64,31
Torchic,Treecko,32.29,40.94,-8.65,40
Raticate,Charmander,35.83,44.5,-8.67,45
Sunkern,Charmander,32.19,40.86,-8.68,44
Smeargle,Torchic,35.79,44.5,-8.71,54
Pidgey,Squirtle,32.83,41.55,-8.72,37
Bayleef,Larvitar,35.78,44.5,-8.72,43
Slowpoke,Numel,34.95,43.68,-8.73,43
Exeggcute,Meowth,36.66,45.39,-8.73,35
Mareep,Mudkip,32.46,41.2,-8.75,40
Cacnea,Chikorita,32.34,41.11,-8.76,38
Squirtle,Charmander,30.96,39.73,-8.77,28
Torchic,Squirtle,31.95,40.73,-8.78,45
Oddish,Treecko,32.68,41.5,-8.81,37
Whismur,Cacnea,35.47,44.3,-8.83,38
Pidgey,Bulbasaur,32.63,41.46,-8.83,36
Meowth,Treecko,33.33,42.18,-8.85,65
Smeargle,Elekid,38.38,47.24,-8.86,49
Chikorita,Bulbasaur,31.29,40.14,-8.86,46
Oddish,Tentacool,32.98,41.84,-8.86,41
Sandshrew,Wingull,36.15,45.02,-8.87,46
Elekid,Zubat,35.56,44.42,-8.87,36
Chansey,Onix,37.51,46.38,-8.87,48
Marshtomp,Magikarp,30.31,39.19,-8.88,33
Vulpix,Totodile,31.97,40.85,-8.88,39
Voltorb,Mudkip,34.74,43.64,-8.89,47
Whismur,Tentacool,35.09,44.0,-8.91,27
Diglett,Squirtle,33.02,41.95,-8.93,38
Sunflora,Magikarp,34.2,43.13,-8.93,37
Pikachu,Cacnea,34.24,43.18,-8.94,60
Tentacool,Bulbasaur,31.54,40.48,-8.94,40
Smeargle,Geodude,37.23,46.16,-8.94,35
Phanpy,Cacnea,35.24,44.19,-8.95,43
Chansey,Geodude,36.71,45.67,-8.96,55
Tentacool,Totodile,30.86,39.85,-8.99,41
Pikachu,Squirtle,33.31,42.31,-9.0,38
Numel,Porygon,33.59,42.62,-9.03,43
Slowpoke,Rattata,32.78,41.84,-9.05,29
Slakoth,Tentacool,32.21,41.28,-9.08,45
Meowth,Wingull,34.3,43.39,-9.09,30
Chansey,Torchic,34.9,44.01,-9.11,38
Larvitar,Bulbasaur,31.98,41.14,-9.15,46
Meowth,Squirtle,32.8,41.97,-9.16,44
Exeggcute,Bulbasaur,34.17,43.33,-9.16,39
Pidgey,Magikarp,28.94,38.12,-9.19,36
Magby,Marshtomp,36.25,45.44,-9.19,33
Phanpy,Cyndaquil,33.62,42.81,-9.19,42
Chikorita,Squirtle,31.04,40.23,-9.2,33
Larvitar,Totodile,31.29,40.51,-9.22,40
Bayleef,Chikorita,34.27,43.51,-9.24,40
Vulpix,Torchic,33.02,42.29,-9.27,20
Torchic,Bulbasaur,31.36,40.64,-9.27,40
Sunflora,Torchic,38.0,47.28,-9.28,32
Whismur,Bulbasaur,34.06,43.34,-9.29,52
Bayleef,Mudkip,33.53,42.82,-9.29,37
Mareep,Zubat,33.32,42.62,-9.3,41
Bayleef,Mareep,35.62,44.93,-9.31,36
Magby,Treecko,33.73,43.05,-9.31,39
Bulbasaur,Totodile,29.84,39.2,-9.35,38
Pidgey,Cyndaquil,31.67,41.04,-9.37,40
Marshtomp,Torchic,33.95,43.34,-9.38,42
Geodude,Chikorita,33.19,42.62,-9.44,37
Zubat,Totodile,30.75,40.25,-9.5,48
Elekid,Numel,35.61,45.12,-9.51,45
Numel,Rattata,31.97,41.48,-9.51,37
Phanpy,Porygon,34.76,44.28,-9.52,27
Geodude,Magikarp,29.45,38.97,-9.52,37
Smeargle,Marshtomp,36.85,46.38,-9.53,50
Psyduck,Pidgey,34.68,44.23,-9.55,38
Vulpix,Wingull,33.45,43.0,-9.55,26
Numel,Wingull,33.53,43.09,-9.56,38
Wingull,Torchic,32.59,42.16,-9.56,42
Larvitar,Sunkern,32.77,42.36,-9.59,44
Smeargle,Magikarp,30.73,40.35,-9.62,38
Whismur,Charmander,33.54,43.17,-9.63,36
Marshtomp,Mudkip,32.5,42.16,-9.65,43
Meowth,Tentacool,32.82,42.53,-9.71,37
Wingull,Porygon,32.68,42.39,-9.71,36
Pidgey,Sunkern,32.94,42.68,-9.74,38
Cacnea,Cyndaquil,30.6,40.36,-9.76,46
Combusken,Totodile,35.17,44.97,-9.8,57
Diglett,Sunkern,33.28,43.08,-9.8,44
Onix,Squirtle,33.29,43.1,-9.81,37
Treecko,Mudkip,29.94,39.76,-9.82,35
Bayleef,Porygon,34.41,44.23,-9.82,40
Porygon,Charmander,30.88,40.7,-9.82,32
Elekid,Rattata,33.45,43.28,-9.83,42
Pidgey,Zubat,32.68,42.51,-9.83,52
Mareep,Porygon,32.79,42.62,-9.83,46
Eevee,Cyndaquil,31.49,41.33,-9.84,35
Cacnea,Treecko,31.25,41.09,-9.84,56
Phanpy,Onix,36.58,46.42,-9.84,30
Porygon,Treecko,31.32,41.17,-9.86,37
Slakoth,Cyndaquil,30.32,40.21,-9.89,46
Slowpoke,Oddish,33.4,43.3,-9.9,53
Pikachu,Magikarp,28.99,38.88,-9.9,29
Diglett,Treecko,32.26,42.16,-9.9,60
Pikachu,Tentacool,32.95,42.88,-9.92,39
Cacnea,Mudkip,30.49,40.42,-9.92,38
Rattata,Cyndaquil,29.36,39.3,-9.95,45
Numel,Charmander,31.44,41.39,-9.96,36
Psyduck,Tentacool,33.28,43.25,-9.97,45
Mareep,Rattata,31.48,41.47,-9.99,46
Geodude,Rattata,32.22,42.2,-9.99,45
Zubat,Charmander,30.67,40.7,-10.03,33
Diglett,Charmander,31.66,41.69,-10.03,37
Magnemite,Cyndaquil,35.17,45.27,-10.09,42
Sunkern,Magikarp,27.61,37.7,-10.09,39
Sandshrew,Geodude,35.85,45.98,-10.12,35
Wingull,Chikorita,31.53,41.66,-10.13,37
Whismur,Rattata,33.1,43.25,-10.15,33
Numel,Cyndaquil,30.99,41.15,-10.16,34
Squirtle,Rattata,29.65,39.81,-10.16,44
Porygon,Torchic,31.53,41.69,-10.16,29
Tentacool,Mudkip,29.93,40.11,-10.18,41
Chansey,Totodile,32.37,42.56,-10.19,38
Vulpix,Treecko,31.57,41.78,-10.21,27
Exeggcute,Sunkern,34.32,44.55,-10.23,38
Chikorita,Charmander,29.73,39.97,-10.24,49
Totodile,Magikarp,25.62,35.86,-10.24,41
Numel,Chikorita,31.65,41.89,-10.24,49
Porygon,Bulbasaur,30.63,40.87,-10.24,42
Elekid,Vulpix,34.75,45.03,-10.28,43
Raticate,Cyndaquil,33.96,44.25,-10.29,38
Wingull,Sunkern,32.24,42.56,-10.32,26
Whismur,Treecko,33.33,43.65,-10.32,44
Sunkern,Mudkip,30.35,40.67,-10.33,33
Combusken,Magikarp,31.93,42.25,-10.33,19
Raticate,Slakoth,35.14,45.48,-10.35,48
Mareep,Oddish,32.58,42.94,-10.36,41
Sandshrew,Totodile,32.51,42.87,-10.36,38
Oddish,Bulbasaur,30.82,41.19,-10.37,34
Rattata,Magikarp,26.01,36.39,-10.38,37
Wingull,Magikarp,27.59,38.0,-10.42,31
Psyduck,Rattata,32.05,42.5,-10.44,35
Squirtle,Magikarp,26.11,36.58,-10.46,39
Zubat,Bulbasaur,30.4,40.87,-10.47,44
Meowth,Torchic,32.2,42.69,-10.49,41
Whismur,Magikarp,29.5,40.01,-10.51,24
Magby,Charmander,32.01,42.56,-10.56,34
Eevee,Mudkip,30.81,41.39,-10.58,38
Voltorb,Squirtle,33.51,44.09,-10.58,33
Numel,Treecko,31.27,41.88,-10.61,41
Slakoth,Treecko,30.32,40.94,-10.62,33
Bulbasaur,Cyndaquil,28.78,39.4,-10.62,40
Smeargle,Wingull,34.57,45.2,-10.64,27
Exeggcute,Zubat,33.74,44.38,-10.64,39
Sunkern,Cyndaquil,29.93,40.62,-10.69,44
Eevee,Torchic,31.87,42.56,-10.7,45
Elekid,Treecko,32.98,43.68,-10.7,22
Slakoth,Totodile,29.28,40.0,-10.72,33
Whismur,Geodude,35.09,45.83,-10.74,30
Smeargle,Mudkip,32.58,43.32,-10.74,46
Chikorita,Totodile,28.77,39.52,-10.75,44
Treecko,Charmander,29.19,39.95,-10.76,37
Geodude,Squirtle,31.63,42.39,-10.76,38
Pidgey,Wingull,32.21,42.98,-10.77,37
Bayleef,Bulbasaur,32.41,43.19,-10.77,47
Zubat,Magikarp,26.71,37.53,-10.83,39
Chansey,Magikarp,28.98,39.86,-10.87,33
Numel,Pidgey,32.32,43.21,-10.89,43
Combusken,Larvitar,35.96,46.91,-10.95,42
Oddish,Totodile,29.61,40.56,-10.96,49
Bulbasaur,Rattata,28.75,39.73,-10.98,28
Pikachu,Bulbasaur,31.24,42.22,-10.98,43
Porygon,Magikarp,26.55,37.53,-10.99,34
Zubat,Cacnea,30.84,41.83,-10.99,42
Diglett,Mudkip,30.5,41.5,-10.99,54
Geodude,Mareep,33.03,44.05,-11.01,42
Numel,Vulpix,32.2,43.23,-11.03,26
Sunkern,Bulbasaur,30.01,41.04,-11.03,36
Sunkern,Slakoth,30.78,41.85,-11.07,34
Eevee,Treecko,30.98,42.05,-11.08,37
Vulpix,Chikorita,30.7,41.8,-11.1,46
Tentacool,Rattata,29.24,40.38,-11.14,53
Marill,Larvitar,34.9,46.07,-11.17,38
Oddish,Slakoth,30.82,42.0,-11.18,37
Marshtomp,Pidgey,32.95,44.16,-11.21,39
Psyduck,Squirtle,31.41,42.68,-11.27,35
Eevee,Magikarp,27.06,38.41,-11.36,38
Magby,Tentacool,31.98,43.39,-11.41,38
Numel,Torchic,30.94,42.39,-11.44,37
Pidgey,Totodile,29.39,40.84,-11.45,33
Sunkern,Rattata,29.49,40.95,-11.46,37
Raticate,Bulbasaur,33.21,44.67,-11.46,35
Charmander,Mudkip,27.79,39.28,-11.49,43
Phanpy,Sunkern,32.83,44.45,-11.62,41
Slowpoke,Cacnea,31.27,42.89,-11.62,40
Wingull,Charmander,29.54,41.16,-11.63,37
Numel,Larvitar,31.24,42.89,-11.64,33
Cacnea,Magikarp,25.73,37.45,-11.71,45
Cacnea,Squirtle,29.11,40.87,-11.76,46
Squirtle,Totodile,27.53,39.28,-11.76,35
Cacnea,Torchic,29.8,41.59,-11.79,48
Torchic,Rattata,28.75,40.54,-11.79,34
Mareep,Slakoth,30.56,42.38,-11.82,44
Diglett,Tentacool,30.65,42.52,-11.86,44
Vulpix,Cacnea,30.53,42.44,-11.91,38
Tentacool,Charmander,28.35,40.3,-11.95,42
Vulpix,Mudkip,29.1,41.11,-12.01,31
Cacnea,Charmander,28.56,40.61,-12.05,41
Chansey,Treecko,31.42,43.5,-12.07,37
Psyduck,Larvitar,31.79,43.91,-12.12,42
Charmander,Totodile,26.86,39.02,-12.16,52
Pikachu,Porygon,31.08,43.27,-12.19,46
Slakoth,Squirtle,28.5,40.72,-12.22,45
Bayleef,Totodile,30.26,42.56,-12.3,38
Chikorita,Rattata,27.73,40.05,-12.32,55
Exeggcute,Totodile,30.38,42.7,-12.33,32
Slowpoke,Bulbasaur,29.56,41.93,-12.37,43
Geodude,Diglett,31.94,44.34,-12.4,34
Wingull,Squirtle,28.92,41.43,-12.51,34
Oddish,Cyndaquil,28.23,40.77,-12.54,39
Sunkern,Totodile,27.74,40.41,-12.67,51
Squirtle,Cyndaquil,26.76,39.49,-12.73,33
Elekid,Magikarp,27.28,40.04,-12.76,42
Treecko,Cyndaquil,26.94,39.7,-12.77,36
Slakoth,Magikarp,24.52,37.3,-12.78,40
Tentacool,Magikarp,24.35,37.14,-12.79,41
Mareep,Chikorita,29.07,41.89,-12.82,37
Larvitar,Magikarp,24.97,37.8,-12.83,33
Torchic,Chikorita,28.07,40.96,-12.89,35
Bayleef,Cyndaquil,29.83,42.77,-12.93,30
Chikorita,Magikarp,23.84,36.81,-12.97,41
Porygon,Chikorita,28.13,41.2,-13.06,31
Slowpoke,Totodile,28.15,41.3,-13.15,30
Treecko,Rattata,26.85,40.03,-13.18,39
Rattata,Charmander,26.33,39.55,-13.22,43
Mudkip,Magikarp,22.89,36.12,-13.23,40
Sunflora,Larvitar,34.54,47.78,-13.24,26
Rattata,Totodile,25.85,39.1,-13.25,50
Charmander,Magikarp,23.04,36.31,-13.27,40
Sunkern,Zubat,28.73,42.09,-13.36,42
Geodude,Torchic,29.76,43.12,-13.36,37
Bayleef,Magikarp,26.27,39.85,-13.58,33
Treecko,Magikarp,23.21,36.79,-13.58,47
Meowth,Mudkip,27.77,41.51,-13.74,44
Magby,Magikarp,25.59,39.41,-13.82,33
Magby,Diglett,30.86,44.78,-13.92,35
Slowpoke,Mudkip,27.57,41.56,-13.99,40
Torchic,Slakoth,27.46,41.45,-13.99,31
Pikachu,Charmander,27.93,42.05,-14.12,39
Marshtomp,Eevee,30.33,44.45,-14.12,35
Chikorita,Mudkip,25.64,39.78,-14.14,32
Cyndaquil,Magikarp,21.82,36.06,-14.25,41
Mudkip,Cyndaquil,24.36,39.03,-14.68,38
Mudkip,Totodile,23.92,38.83,-14.91,35
Numel,Magikarp,22.74,38.23,-15.49,45
Torchic,Magikarp,21.1,37.3,-16.2,32
Bulbasaur,Magikarp,20.03,36.48,-16.45,44
Marshtomp,Cyndaquil,25.5,42.1,-16.6,29
Elekid,Slakoth,27.59,44.19,-16.6,25
Chikorita,Treecko,23.8,40.45,-16.65,27
Porygon,Cacnea,24.65,41.83,-17.18,29
Psyduck,Magikarp,22.07,39.25,-17.18,33
Slowpoke,Magikarp,19.95,38.59,-18.64,27
Phanpy,Magikarp,19.27,39.89,-20.63,36
